,country,page,revision_id,article_quality,population
28241,China,Zhu Zhengchang,717810079,Stub,1393.8
28242,China,Linghu Tao,717827433,B,1393.8
28243,China,Gao Enhong,717860582,Stub,1393.8
28244,China,Yang Yanyin,717918231,Stub,1393.8
28245,China,Yuan Ang,718081937,Stub,1393.8
28246,China,Chen Yizhong,718574727,Start,1393.8
28247,China,Zhang Jian (Tang dynasty),718688286,Stub,1393.8
28248,China,Wei Zhaodu,719096068,B,1393.8
28249,China,Ji Yunshi,719244003,Stub,1393.8
28250,China,Jakdan,719799633,Start,1393.8
28251,China,Wang Zhao,719810608,Stub,1393.8
28252,China,Cai Zongze,720680770,Stub,1393.8
28253,China,Zhao Boping,720952458,Stub,1393.8
28254,China,Gu Jinchi,720953589,Stub,1393.8
28255,China,Song Peizhang,720953985,Stub,1393.8
28256,China,He Yunfeng,720955619,Stub,1393.8
28257,China,Zong Chen,720961194,Stub,1393.8
28258,China,Zhang Shude,721029436,Stub,1393.8
28259,China,Zhang Tixue,721029475,Stub,1393.8
28260,China,Zhao Wenfu,721030305,Stub,1393.8
28261,China,Han Hong (general),721123074,B,1393.8
28262,China,Kong Xun,721288128,B,1393.8
28263,China,Zhang Ce,721390249,B,1393.8
28264,China,Pan En,721392429,Stub,1393.8
28265,China,Zhao Guangfeng,721428294,B,1393.8
28266,China,Pan Fu,721640180,Stub,1393.8
28267,China,Sun Sheng (Jin dynasty),721718782,C,1393.8
28268,China,Gao Yang (politician),722210288,Stub,1393.8
28269,China,Hou Jie,722401069,Stub,1393.8
28270,China,Hu Jizong,722401132,Stub,1393.8
28271,China,Kang Jianmin,722401392,Stub,1393.8
28272,China,Huang Songyou,722607343,Start,1393.8
28273,China,Zhu Youlin,723118236,Stub,1393.8
28274,China,Wei Shuo (Later Tang),723174156,B,1393.8
28275,China,Cui Xie,723785452,B,1393.8
28276,China,Song Panmin,724036488,Stub,1393.8
28277,China,Zhan Huo,724055974,Stub,1393.8
28278,China,Chen Baihuai,724120550,Start,1393.8
28279,China,Tong Mingqian,724120856,C,1393.8
28280,China,Wei Yuanzhong,724758025,B,1393.8
28281,China,Chen Gui (politician),725405764,Start,1393.8
28282,China,Wei Liqun,725716785,Stub,1393.8
28283,China,Zang Tu,726775800,Start,1393.8
28284,China,Lu Bing,727254663,Start,1393.8
28285,China,Ma Li (politician),727557085,Stub,1393.8
28286,China,Chi Biqing,727558620,Stub,1393.8
28287,China,Wang Anlong,728792814,Stub,1393.8
28288,China,Xue Yiju,729649089,C,1393.8
28289,China,Gao E (writer),729948030,Start,1393.8
28290,China,Song Hanliang,730336729,Stub,1393.8
28291,China,Xu Zaisi,730851511,Stub,1393.8
28292,China,Liang Na,730853162,Start,1393.8
28293,China,Sun Jiagan,731193147,Start,1393.8
28294,China,Zhang Zhijun,731744819,Start,1393.8
28295,China,Li Jingtian,731968478,Start,1393.8
28296,China,Li Weihan,734756202,Stub,1393.8
28297,China,Huang Xiaojing,734801573,Stub,1393.8
28298,China,Li Yan (Wu),734847782,B,1393.8
28299,China,Wang Kai (Former Shu),735296216,B,1393.8
28300,China,Xu Zhixun (elder),735314204,B,1393.8
28301,China,Sun Jiagu,735458574,Stub,1393.8
28302,China,Zhang Xiaolan,735745665,Start,1393.8
28303,China,Nalan Xingde,736545395,Start,1393.8
28304,China,Wang Hebo,736721400,Stub,1393.8
28305,China,"Yunti, Prince Xun",737134393,Start,1393.8
28306,China,Wang Youcai,737301980,Start,1393.8
28307,China,Li Haifeng,737481755,Stub,1393.8
28308,China,Deng Fa,737520346,Start,1393.8
28309,China,Liu Sai,737880349,Stub,1393.8
28310,China,Lin Boqu,738211088,Stub,1393.8
28311,China,Yang Baohua,738225526,Start,1393.8
28312,China,Zhu Junyi,738423658,Start,1393.8
28313,China,Hong Lei (diplomat),738817953,Stub,1393.8
28314,China,Jiao Li,739170240,Stub,1393.8
28315,China,Zhang Lichang,739215419,Stub,1393.8
28316,China,Zhang Lebin,739541544,Start,1393.8
28317,China,Nima-odsor,740484487,Start,1393.8
28318,China,Qian Xinzhong,740501822,Start,1393.8
28319,China,Suksaha,741221181,Start,1393.8
28320,China,Yuan Hong (Jin dynasty),742229617,Stub,1393.8
28321,China,Zhang Deguang,742289821,Start,1393.8
28322,China,Tang Kesan,742864648,Stub,1393.8
28323,China,Lu Cheng,743125708,B,1393.8
28324,China,"Yongqi, Prince Rong",743176960,C,1393.8
28325,China,Sun Xiaodi,743855788,Stub,1393.8
28326,China,Fu Yaoyu,744421169,Stub,1393.8
28327,China,Fulata,744421260,Stub,1393.8
28328,China,Hooge (prince),744439240,C,1393.8
28329,China,Id Mirab,744919009,Stub,1393.8
28330,China,Li Zhuoran,744941146,Stub,1393.8
28331,China,Yunreng,745021251,C,1393.8
28332,China,Shang Ting,745058260,Start,1393.8
28333,China,Wang Congwu,745285228,Stub,1393.8
28334,China,Fang Zhichun,745745034,Stub,1393.8
28335,China,Mei Ze,745753564,Start,1393.8
28336,China,Chen Jian (politician),746031378,Start,1393.8
28337,China,Laimbu,746297034,Start,1393.8
28338,China,Yi Yin,746870303,C,1393.8
28339,China,Ou Daren,746910534,Stub,1393.8
28340,China,Yuan Jiayong,747192630,Stub,1393.8
28341,China,Wang Tanzhi,747271455,Stub,1393.8
28342,China,Yi Xiqun,748141110,Start,1393.8
28343,China,Janabil,748245541,Stub,1393.8
28344,China,Bai Jingfu,748798616,Stub,1393.8
28345,China,Wen Qiang,748804233,Stub,1393.8
28346,China,Chen Mingxia,748805262,B,1393.8
28347,China,Lu Zongyu,748923632,Stub,1393.8
28348,China,Gu Xiulian,748949529,C,1393.8
28349,China,Huang Huahua,749079792,Stub,1393.8
28350,China,Xie Jieshi,749137623,Start,1393.8
28351,China,Zhou Rongxin,749509850,Stub,1393.8
28352,China,Ouyang Xun,751507914,Start,1393.8
28353,China,Liu Minghui,751792395,Stub,1393.8
28354,China,Li Jingsui,751867210,B,1393.8
28355,China,Xu Ai,752230046,Start,1393.8
28356,China,Gao Kelin,752231092,Stub,1393.8
28357,China,Zeng Jinyan,752610157,Start,1393.8
28358,China,Li Chang,752945883,Stub,1393.8
28359,China,Song Yingchang,754166838,Start,1393.8
28360,China,Zhu Senlin,755028462,Stub,1393.8
28361,China,Wang Shimin,755441438,Start,1393.8
28362,China,Li Fang (Song dynasty),755618322,Stub,1393.8
28363,China,Gao Qiu,755636242,C,1393.8
28364,China,Lu Lingxuan,755840233,Start,1393.8
28365,China,Li Qi (Five Dynasties),756150560,B,1393.8
28366,China,Zhao Guangyi (Southern Han),756854766,B,1393.8
28367,China,Liang Ji,757490600,B,1393.8
28368,China,Hao Jianxiu,757563097,C,1393.8
28369,China,Yang Hao (Ming dynasty),759510497,Stub,1393.8
28370,China,Jigme Namgyal,759742191,Start,1393.8
28371,China,Cheng Yi (philosopher),759875366,Start,1393.8
28372,China,Xu Enzeng,759973235,Stub,1393.8
28373,China,Yuan Taotu,760069654,Stub,1393.8
28374,China,Liu Hui (politician),760176383,Start,1393.8
28375,China,Wan Shaofen,760182115,C,1393.8
28376,China,Yin Yicui,760184668,Stub,1393.8
28377,China,Liu Wenzhi,761964553,Stub,1393.8
28378,China,Wei Liaoweng,762248402,Start,1393.8
28379,China,Keying (official),762434752,C,1393.8
28380,China,Deng Rong,762867258,Start,1393.8
28381,China,Saertuke Changling,763153442,Start,1393.8
28382,China,Shao Yuan-chong,763153584,Stub,1393.8
28383,China,Xia Yuanji,763181478,Stub,1393.8
28384,China,Cui Guoyin,763240026,Stub,1393.8
28385,China,Fuqing (general),763240098,Stub,1393.8
28386,China,Li Jingfang,763240392,Stub,1393.8
28387,China,Wang Daxie,763240491,Stub,1393.8
28388,China,Wanyan Chonghou,763240557,Start,1393.8
28389,China,Zeng Jize,763240919,Start,1393.8
28390,China,Zaiyi,763242004,C,1393.8
28391,China,Zaize,763242051,Start,1393.8
28392,China,Chen Jin (general),763313712,Stub,1393.8
28393,China,Yinxiang (prince),763412752,C,1393.8
28394,China,Qian Nengxun,763503279,Stub,1393.8
28395,China,Shen Jiaben,763503492,Stub,1393.8
28396,China,T'ang Leang-Li,765176624,C,1393.8
28397,China,Cuyen,765567845,C,1393.8
28398,China,Hu Zhaoyun,765954947,Stub,1393.8
28399,China,Jiang Yu,765955981,Start,1393.8
28400,China,Hešeri Sonin,766027857,Start,1393.8
28401,China,Shi Hongzhao,766514589,B,1393.8
28402,China,Gabula (general),767621193,Stub,1393.8
28403,China,Ye Qun,767733852,Stub,1393.8
28404,China,Zhang Hanzhi,767880443,Start,1393.8
28405,China,Lan Fu,768045721,Start,1393.8
28406,China,Liu Zhihua,768045737,Stub,1393.8
28407,China,Shi Tianze,768816923,Stub,1393.8
28408,China,Guanwen,768873165,Stub,1393.8
28409,China,Liu Zhijun,768887157,GA,1393.8
28410,China,Yunsi,768924966,C,1393.8
28411,China,Du Shanxue,768940322,Start,1393.8
28412,China,Fang Xiping,768940351,Start,1393.8
28413,China,Han Xiancong,768942077,Start,1393.8
28414,China,He Jiacheng,768942094,Start,1393.8
28415,China,Le Dake,768942387,Start,1393.8
28416,China,Li Zhi (politician),768942439,Start,1393.8
28417,China,Liao Yongyuan,768942521,Start,1393.8
28418,China,Si Xinliang,768942832,Start,1393.8
28419,China,Nie Chunyu,768942944,Start,1393.8
28420,China,Sui Fengfu,768943365,Start,1393.8
28421,China,Wang Baosen,768943722,Start,1393.8
28422,China,Xi Xiaoming,768944033,Start,1393.8
28423,China,Xiao Tian,768944065,Start,1393.8
28424,China,Kou Zhun,769144127,Start,1393.8
28425,China,Shen Lun,769144303,Start,1393.8
28426,China,Wang Dan (Song dynasty),769144324,GA,1393.8
28427,China,Hua Jianmin,769203536,Stub,1393.8
28428,China,Kang Rixin,769221504,Start,1393.8
28429,China,Wang Junfeng,769896232,Start,1393.8
28430,China,Zhang Jifu,769910636,Stub,1393.8
28431,China,Wang Shouye,770159596,C,1393.8
28432,China,Xu Shiying,770380228,Start,1393.8
28433,China,Hu Zhengyue,770660278,Stub,1393.8
28434,China,Wang Dongfeng,770797569,Start,1393.8
28435,China,Yuan Shuxun,770934866,Stub,1393.8
28436,China,Yang Shande,770935646,Stub,1393.8
28437,China,Meng Chang,770938562,B,1393.8
28438,China,Wang Yanxi,770940087,C,1393.8
28439,China,Wang Yanjun,770940211,B,1393.8
28440,China,Zhang Desheng,770942576,Stub,1393.8
28441,China,Zhang Zhongliang,770942635,Stub,1393.8
28442,China,Wang Feng (politician),770942760,Stub,1393.8
28443,China,Zhou Zijian,770943340,Start,1393.8
28444,China,Song Renqiong,770943552,Start,1393.8
28445,China,Cheng Zihua,770944253,Stub,1393.8
28446,China,Li Dazhang,770944540,Stub,1393.8
28447,China,Zhou Lin (politician),770944582,Stub,1393.8
28448,China,Ma Jiantang,770944670,Start,1393.8
28449,China,Liao Zhigao,770945244,Stub,1393.8
28450,China,Li Qiyan,770946022,Stub,1393.8
28451,China,Luo Qingquan,770946399,Stub,1393.8
28452,China,Hu Zhaoheng,770948203,Stub,1393.8
28453,China,Zheng Tianxiang,770948888,Stub,1393.8
28454,China,Jiang Hua,770948939,Stub,1393.8
28455,China,Tie Ying,770949547,Stub,1393.8
28456,China,Zhang Boxing,770949805,Stub,1393.8
28457,China,Li Qingwei,770949842,Stub,1393.8
28458,China,Jin Ming,770951329,Stub,1393.8
28459,China,Chen Mingyi,770952346,Stub,1393.8
28460,China,Huang Zhendong,770952571,Stub,1393.8
28461,China,Wang Enmao,770953317,Stub,1393.8
28462,China,Wang Huaixiang,770953363,Stub,1393.8
28463,China,Yu Ke,770953518,Stub,1393.8
28464,China,Zhao Xiu,770953587,Stub,1393.8
28465,China,Gao Dezhan,770953663,Stub,1393.8
28466,China,Xing Chongzhi,770956746,Stub,1393.8
28467,China,Li Youwen,770956935,Stub,1393.8
28468,China,Zhao Lin (politician),770957015,Stub,1393.8
28469,China,Long Shujin,770957109,Stub,1393.8
28470,China,Wang Jinshan,770960565,Stub,1393.8
28471,China,Lu Hao (born 1947),770960754,Stub,1393.8
28472,China,Wen Zhenheng,770996496,Start,1393.8
28473,China,Liang Baohua,771000002,Stub,1393.8
28474,China,Hu Biao,771000883,Stub,1393.8
28475,China,Guo Zhi,771001556,Stub,1393.8
28476,China,Wei Liucheng,771002101,Start,1393.8
28477,China,Nie Weiguo,771002817,Stub,1393.8
28478,China,Yuan Chunqing,771003165,Start,1393.8
28479,China,Jiang Jufeng,771004757,Stub,1393.8
28480,China,Lu Wucheng,771006334,Start,1393.8
28481,China,Lü Xiwen,771006890,Start,1393.8
28482,China,Ismail Tiliwaldi,771008034,Start,1393.8
28483,China,Abdul'ahat Abdulrixit,771008064,Stub,1393.8
28484,China,Liang Weilin,771024369,Stub,1393.8
28485,China,Yin Linping,771024420,Stub,1393.8
28486,China,Ou Mengjue,771024633,Stub,1393.8
28487,China,Chen Yu (politician),771024905,Stub,1393.8
28488,China,Zhu Mingguo,771025956,Start,1393.8
28489,China,Liu Jie,771029948,Stub,1393.8
28490,China,Shen Yunpu,771030483,Stub,1393.8
28491,China,Zhu Shaolian,771031733,Stub,1393.8
28492,China,Li Jiating,771177250,Stub,1393.8
28493,China,Liu Fangren,771178234,Stub,1393.8
28494,China,Liu Zhengwei,771178314,Stub,1393.8
28495,China,Niu Maosheng,771178639,Stub,1393.8
28496,China,Yang Dongsheng,771189892,Stub,1393.8
28497,China,Raidi,771189946,Stub,1393.8
28498,China,Gyaincain Norbu (politician),771190053,Stub,1393.8
28499,China,Ma Zhongchen,771190535,Stub,1393.8
28500,China,Li Dengying,771190875,Stub,1393.8
28501,China,Wang Shitai,771190957,Stub,1393.8
28502,China,Jia Zhijie,771191040,Stub,1393.8
28503,China,Li Ziqi,771191336,Stub,1393.8
28504,China,Zhao Haifeng,771191461,Stub,1393.8
28505,China,Tian Fengshan,771191603,Stub,1393.8
28506,China,Ma Kai,771192698,Start,1393.8
28507,China,Xu Yongyue,771193712,Stub,1393.8
28508,China,Wang Zhaowen,771196622,Stub,1393.8
28509,China,Zhao Yide,771196821,Stub,1393.8
28510,China,Shao Shiping,771379569,Stub,1393.8
28511,China,Fang Zhongru,771424860,Stub,1393.8
28512,China,Xiao Yang (governor),771427119,Stub,1393.8
28513,China,Li Chongxi,771427219,Start,1393.8
28514,China,Shen Peiping,771427414,Start,1393.8
28515,China,Yao Mugen,771427583,C,1393.8
28516,China,Han Xuejian,771428008,Start,1393.8
28517,China,Jing Chunhua,771428235,C,1393.8
28518,China,Liang Bin,771428361,Start,1393.8
28519,China,Liao Shaohua,771428440,C,1393.8
28520,China,Ni Fake,771428607,C,1393.8
28521,China,Li Daqiu,771429017,Start,1393.8
28522,China,Chen Tiexin,771429062,Start,1393.8
28523,China,Ji Wenlin,771429540,Start,1393.8
28524,China,Chen Anzhong,771429644,Start,1393.8
28525,China,Yang Gang (politician),771429871,Start,1393.8
28526,China,Xu Gang (politician),771432624,Start,1393.8
28527,China,Zhu Zuoli,771432714,Start,1393.8
28528,China,Gu Junshan,771440609,GA,1393.8
28529,China,Zhang Jieqing,771524840,Stub,1393.8
28530,China,Zhou Zhenhong,771997906,Start,1393.8
28531,China,Luo Yinguo,771997994,Start,1393.8
28532,China,Qiu Huizuo,772008961,C,1393.8
28533,China,Geshe Sherab Gyatso,772022652,Start,1393.8
28534,China,Peng Peiyun,772028679,Start,1393.8
28535,China,Zhao Pengfei,772034709,Stub,1393.8
28536,China,Chai Songyue,772056682,Stub,1393.8
28537,China,Qian Yunlu,772071364,Stub,1393.8
28538,China,Li Da (philosopher),772382596,Stub,1393.8
28539,China,Ebilun,772728214,B,1393.8
28540,China,Zaiyuan,772891669,Start,1393.8
28541,China,Wang Shouxin,772942548,Stub,1393.8
28542,China,Tong Daning,773105082,Stub,1393.8
28543,China,Liu Shaozi,773181429,Start,1393.8
28544,China,Zhang Hansi,773181802,Start,1393.8
28545,China,Yan Shu,773249890,Start,1393.8
28546,China,Fuheng,773285246,Stub,1393.8
28547,China,Anthony Liu Bainian,773359472,Stub,1393.8
28548,China,Tan Qiwei,773384987,Start,1393.8
28549,China,Yue Qifeng,774220878,Stub,1393.8
28550,China,Wu Yuanheng,774422853,C,1393.8
28551,China,Yang Shen,774493248,Start,1393.8
28552,China,Wang Xijue,774843935,Stub,1393.8
28553,China,"Xu Jie (politician, born 1955)",774845246,Stub,1393.8
28554,China,Hu Weide,774869490,Start,1393.8
28555,China,Du Xigui,774869762,Start,1393.8
28556,China,Qiu He,775035277,C,1393.8
28557,China,Li Weiwei (politician),775073157,Stub,1393.8
28558,China,Ouyang Qin,775073838,Stub,1393.8
28559,China,Chen Guofu,775161570,Stub,1393.8
28560,China,Zhang Wenkang,775493476,Stub,1393.8
28561,China,Chen Shiju,775494757,Stub,1393.8
28562,China,Ortai,775648331,Start,1393.8
28563,China,Shi Chonggui,775758252,B,1393.8
28564,China,Wei Baoheng,776191386,B,1393.8
28565,China,Li Zhen (Later Liang),776384989,B,1393.8
28566,China,Xia Yan (Ming dynasty),776394218,C,1393.8
28567,China,Ji Jianye,776632920,C,1393.8
28568,China,Jin Daoming,776728593,Start,1393.8
28569,China,Fu Youde,776809152,Start,1393.8
28570,China,Yu Qin,776904552,Stub,1393.8
28571,China,Li Shimin,777018772,Stub,1393.8
28572,China,Tang Taizong,777018813,Stub,1393.8
28573,China,Zhenguan era,777022044,Stub,1393.8
28574,China,Zheng Jing,777260238,Start,1393.8
28575,China,Zhou Jianren,777642661,Stub,1393.8
28576,China,Nasr al-Din (Yunnan),777742931,C,1393.8
28577,China,Bai Xueshan,777784922,Start,1393.8
28578,China,Zhang Yizhi,777804063,B,1393.8
28579,China,Duan Yihe,777983157,Stub,1393.8
28580,China,Pei Du,778177552,B,1393.8
28581,China,Zhang Juzheng,778263630,C,1393.8
28582,China,Wang Shuaiting,778610239,Start,1393.8
28583,China,Xu Xianqing,778627693,Start,1393.8
28584,China,Sun Guangxian,779028095,C,1393.8
28585,China,Li Tao (Five Dynasties),779028434,B,1393.8
28586,China,Zhao Ying,779028653,B,1393.8
28587,China,Li Hao,779028830,B,1393.8
28588,China,Li Gu (Later Zhou),779029589,B,1393.8
28589,China,Ban Biao,779029806,Stub,1393.8
28590,China,Fang Hui,779033450,Stub,1393.8
28591,China,Hu Sanxing,779033495,Stub,1393.8
28592,China,Li Tao (historian),779033767,Start,1393.8
28593,China,Su Zhe,779034051,C,1393.8
28594,China,Xue Juzheng,779034079,Start,1393.8
28595,China,Li Dashi,779034593,Stub,1393.8
28596,China,Yao Silian,779035382,C,1393.8
28597,China,Hsioh-ren Wei,779128545,Stub,1393.8
28598,China,Song Xiuyan,779162022,Stub,1393.8
28599,China,Huang Daozhou,779370374,Stub,1393.8
28600,China,Yishan (Manchu official),779446707,C,1393.8
28601,China,Wang Kemin,779519831,Start,1393.8
28602,China,Uyunqimg,779540011,Start,1393.8
28603,China,Lin Xu,779801812,Start,1393.8
28604,China,Gu Xiancheng,779818473,Start,1393.8
28605,China,Li Wenke,779827101,Stub,1393.8
28606,China,Yang Sifu,779846133,B,1393.8
28607,China,Songyun,779854248,Stub,1393.8
28608,China,Puru (artist),779867696,Start,1393.8
28609,China,Cuigiya Lianyuan,780199642,Start,1393.8
28610,China,John Kuan,780277757,Stub,1393.8
28611,China,Li Deyu,780429183,B,1393.8
28612,China,Li Fengji,780429558,B,1393.8
28613,China,Li Shouxin (politician),780434420,Stub,1393.8
28614,China,Lin Shusen,780595069,Stub,1393.8
28615,China,Linghu Defen,780645384,Start,1393.8
28616,China,Ye Xuanping,780680886,Stub,1393.8
28617,China,Mingsioi,781508091,Stub,1393.8
28618,China,Zhao Mingcheng,781911215,C,1393.8
28619,China,Akdun,782142343,Start,1393.8
28620,China,Chen Xu (prosecutor),782155224,Stub,1393.8
28621,China,Hai Rui,782247460,C,1393.8
28622,China,Amin (Qing dynasty),782305764,Start,1393.8
28623,China,Gao Yao (minister),782363273,Stub,1393.8
28624,China,Anfiyanggū,782389474,Start,1393.8
28625,China,Zhao Shaolin,782537709,Start,1393.8
28626,China,Bahai (Qing dynasty),782618923,Start,1393.8
28627,China,Zhang Jingyao,782688842,Start,1393.8
28628,China,Zhu Wenjin,782692530,C,1393.8
28629,China,Lian Chongyu,782692611,B,1393.8
28630,China,Ding Baozhen,782724583,Start,1393.8
28631,China,Zeng Gongliang,782835814,Stub,1393.8
28632,China,Bolad,782957516,Start,1393.8
28633,China,Bolo (prince),782959904,Start,1393.8
28634,China,Jin Midi,783106969,Start,1393.8
28635,China,Oboi,783125662,C,1393.8
28636,China,Li Delin,783192715,Start,1393.8
28637,China,Lu Sidao,783193281,Stub,1393.8
28638,China,Li Chengyun,783274307,Start,1393.8
28639,China,Mao Guanglie,783293895,Stub,1393.8
28640,China,Wu Junsheng,783342429,Stub,1393.8
28641,China,Xiao Zuoxin,783357679,Stub,1393.8
28642,China,Sun Huaishan,783428726,Start,1393.8
28643,China,Song Lin,783429088,C,1393.8
28644,China,Ma Mingfang,783511207,Stub,1393.8
28645,China,Xiong Xiling,783588346,Stub,1393.8
28646,China,Cui Yuan (Han dynasty),783634397,Start,1393.8
28647,China,Zeng Gong,783719112,Start,1393.8
28648,China,Cheung Hon-chung,783822661,Stub,1393.8
28649,China,Chan Wing-chan,783825005,Stub,1393.8
28650,China,Ngan Kam-chuen,783825434,Stub,1393.8
28651,China,Preparatory Committee for the Hong Kong Special Administrative Region,783825954,Stub,1393.8
28652,China,Selection Committee,783826194,Start,1393.8
28653,China,Ji Pengfei,783826877,Start,1393.8
28654,China,Qiao Guanhua,783827175,Start,1393.8
28655,China,Huang Hua,783827253,C,1393.8
28656,China,Wu Xueqian,783827315,Stub,1393.8
28657,China,Qian Qichen,783827437,C,1393.8
28658,China,Tang Jiaxuan,783827526,Stub,1393.8
28659,China,Li Zhaoxing,783827582,Start,1393.8
28660,China,List of vice premiers of the People's Republic of China,783830457,Start,1393.8
28661,China,Tai Chin-wah,783832246,Start,1393.8
28662,China,Sun Hongzhi,783875351,Start,1393.8
28663,China,Duke Li of Qi,783876460,Stub,1393.8
28664,China,Marquis Ai of Jin,783876519,Stub,1393.8
28665,China,Shang Shu (Jin),783876675,Stub,1393.8
28666,China,Marquis Xiao of Jin,783876703,Stub,1393.8
28667,China,Marquis Xiaozi of Jin,783876729,Stub,1393.8
28668,China,Chuzi I,783876902,Stub,1393.8
28669,China,Du'ao,783876927,Stub,1393.8
28670,China,Duke Huai of Jin,783876964,Start,1393.8
28671,China,Wuzhi (Qi),783877042,Start,1393.8
28672,China,Duke Xiang of Qi,783877101,C,1393.8
28673,China,King Dao of Zhou,783877286,Stub,1393.8
28674,China,Jia'ao,783877369,Stub,1393.8
28675,China,Duke Zhuang II of Qi,783877421,C,1393.8
28676,China,An Ruzi,783877487,Start,1393.8
28677,China,Duke Dao of Qi,783877535,B,1393.8
28678,China,Duke Jian of Qi,783877570,Start,1393.8
28679,China,King Sheng of Chu,783877629,Stub,1393.8
28680,China,King Si of Zhou,783877655,Stub,1393.8
28681,China,Duke You of Jin,783877819,Stub,1393.8
28682,China,Chuzi II,783877994,Start,1393.8
28683,China,"Yan, Marquis of Tian",783878215,Start,1393.8
28684,China,King Min of Qi,783878517,GA,1393.8
28685,China,Marquis Zhao of Jin,783880703,Stub,1393.8
28686,China,Wang Xizhi,783926637,Start,1393.8
28687,China,Fuk'anggan,784097602,Start,1393.8
28688,China,Yinchang,784136214,C,1393.8
28689,China,Dodo (prince),784164246,C,1393.8
28690,China,Eidu,784332012,Start,1393.8
28691,China,Gao Shi,784866166,Stub,1393.8
28692,China,Chaghan Temur,785002813,Start,1393.8
28693,China,Yao Ji,785030558,B,1393.8
28694,China,Han Tuozhou,785357279,Start,1393.8
28695,China,Li Bin (politician),785385352,Start,1393.8
28696,China,Zhao Mausoleum (Tang dynasty),785394450,Stub,1393.8
28697,China,Yang Wanli,785715265,Stub,1393.8
28698,China,Xia Chang,785837406,Start,1393.8
28699,China,Sushun,786364734,Start,1393.8
28700,China,List of general secretaries and chairmen of the Communist Party of China,786437740,Start,1393.8
28701,China,Zeng Qi,786497203,Stub,1393.8
28702,China,Li Jingye,786529798,C,1393.8
28703,China,Yelü Chucai,786649998,C,1393.8
28704,China,Yu Xiaogang,786763475,Stub,1393.8
28705,China,King Pu-tsung,786882530,Start,1393.8
28706,China,Chan Yuen-han,786928662,Start,1393.8
28707,China,Liao Hui (politician),786967153,Stub,1393.8
28708,China,Lei Zhengfu,787135155,C,1393.8
28709,China,El Temür,787157987,Stub,1393.8
28710,China,Jin Shuren,787167773,Start,1393.8
28711,China,Ma Duanlin,787170411,Start,1393.8
28712,China,Lü Buwei,787171294,C,1393.8
28713,China,Lu Xiufu,787173150,Start,1393.8
28714,China,Hu Ruoyu,787180882,Stub,1393.8
28715,China,Liu Xiang (scholar),787184538,C,1393.8
28716,China,Mu Qing (tusi),787339934,Stub,1393.8
28717,China,Mu Zeng,787339959,Stub,1393.8
28718,China,Template:China-poli-bio-book-stub,787356593,Stub,1393.8
28719,China,Escape from China,787356609,Stub,1393.8
28720,China,Abatai,787363436,C,1393.8
28721,China,Pandatsang Rapga,787470483,C,1393.8
28722,China,Murong Hui,787692814,Start,1393.8
28723,China,Su fei-erh,787731202,Start,1393.8
28724,China,Mingrui,787878500,Stub,1393.8
28725,China,Ai Baojun,787929417,Start,1393.8
28726,China,Li Zhen (Tang dynasty),788130678,B,1393.8
28727,China,Liao of Wu,788323099,Stub,1393.8
28728,China,Song Di (Fugu),788369399,Start,1393.8
28729,China,Song Lian,788370334,Stub,1393.8
28730,China,Song Qi,788370364,Start,1393.8
28731,China,Guo Yongxiang,788397778,Start,1393.8
28732,China,Fu An,788435525,Stub,1393.8
28733,China,"Yixuan, Prince Chun",788668412,B,1393.8
28734,China,Tan Li,788686279,C,1393.8
28735,China,Xiang of Xia,788695829,Start,1393.8
28736,China,Wang Min (born 1956),788710930,C,1393.8
28737,China,Xu Jianyi,788721662,Start,1393.8
28738,China,Yang Weize,788722387,C,1393.8
28739,China,Zhou Benshun,788726349,C,1393.8
28740,China,Doje Cezhug,788758073,Start,1393.8
28741,China,Tong Jixu,788799528,Start,1393.8
28742,China,List of leaders of the Kuomintang,788909961,C,1393.8
28743,China,Wen Zhenmeng,788944310,Start,1393.8
28744,China,He Xiangning,788960131,GA,1393.8
28745,China,Liao Zhongkai,788960137,C,1393.8
28746,China,Han Shizhong,788967857,C,1393.8
28747,China,Chen Wenlong,788968870,Start,1393.8
28748,China,Ye Chunji,788989059,Start,1393.8
28749,China,Yuan Haowen,788990765,Start,1393.8
28750,China,Yuan Zhongdao,788990804,Start,1393.8
28751,China,Zhou Yang (literary theorist),788993784,Stub,1393.8
28752,China,Yuan Jie,789008719,C,1393.8
28753,China,Zhan Ziqian,789015675,Stub,1393.8
28754,China,Cheng Xingling,789284682,Stub,1393.8
28755,China,Liu Zheng (politician),789285126,Stub,1393.8
28756,China,Liu Fusheng,789285219,Stub,1393.8
28757,China,Xue Yanzhong,789285856,Stub,1393.8
28758,China,Liu Zemin,789286326,Stub,1393.8
28759,China,Guo Yuhuai,789286558,Stub,1393.8
28760,China,Sun Wensheng,789286639,Stub,1393.8
28761,China,Lu Gongxun,789287040,Stub,1393.8
28762,China,Zhufu Yan,789295999,Stub,1393.8
28763,China,Wang Tingdong,789304583,Stub,1393.8
28764,China,Wang Shiying,789306477,Stub,1393.8
28765,China,Wang Senhao,789307001,Stub,1393.8
28766,China,Hu Fuguo,789307671,Stub,1393.8
28767,China,Bu Xiaolin,789327926,Start,1393.8
28768,China,Jiang Chunyun,789517091,Start,1393.8
28769,China,Chen Zhifang,789586713,Stub,1393.8
28770,China,Huang Xiaowei,789810628,Stub,1393.8
28771,China,Li Chuncheng,789810780,C,1393.8
